userId,movieId,rating,title,Rating_Count
6,3,5.0,grumpier old men,52
19,3,3.0,grumpier old men,52
32,3,3.0,grumpier old men,52
42,3,4.0,grumpier old men,52
43,3,5.0,grumpier old men,52
44,3,3.0,grumpier old men,52
51,3,4.0,grumpier old men,52
58,3,3.0,grumpier old men,52
64,3,3.5,grumpier old men,52
68,3,2.0,grumpier old men,52
91,3,3.0,grumpier old men,52
100,3,3.5,grumpier old men,52
102,3,5.0,grumpier old men,52
116,3,3.5,grumpier old men,52
117,3,3.0,grumpier old men,52
150,3,3.0,grumpier old men,52
151,3,3.0,grumpier old men,52
169,3,5.0,grumpier old men,52
179,3,4.0,grumpier old men,52
217,3,1.0,grumpier old men,52
226,3,3.5,grumpier old men,52
240,3,4.0,grumpier old men,52
269,3,4.0,grumpier old men,52
270,3,3.0,grumpier old men,52
288,3,4.0,grumpier old men,52
289,3,2.5,grumpier old men,52
294,3,1.0,grumpier old men,52
302,3,3.0,grumpier old men,52
307,3,3.5,grumpier old men,52
308,3,0.5,grumpier old men,52
321,3,3.0,grumpier old men,52
330,3,3.0,grumpier old men,52
337,3,4.0,grumpier old men,52
368,3,3.0,grumpier old men,52
410,3,4.0,grumpier old men,52
414,3,4.0,grumpier old men,52
448,3,3.0,grumpier old men,52
456,3,3.0,grumpier old men,52
470,3,3.0,grumpier old men,52
477,3,3.0,grumpier old men,52
480,3,2.5,grumpier old men,52
492,3,4.0,grumpier old men,52
501,3,5.0,grumpier old men,52
544,3,3.0,grumpier old men,52
552,3,1.0,grumpier old men,52
555,3,5.0,grumpier old men,52
588,3,3.0,grumpier old men,52
590,3,3.0,grumpier old men,52
594,3,4.0,grumpier old men,52
599,3,1.5,grumpier old men,52
608,3,2.0,grumpier old men,52
1,6,4.0,heat,102
6,6,4.0,heat,102
11,6,5.0,heat,102
18,6,4.0,heat,102
23,6,4.0,heat,102
24,6,4.5,heat,102
28,6,3.5,heat,102
32,6,3.0,heat,102
44,6,3.0,heat,102
45,6,4.0,heat,102
57,6,3.0,heat,102
62,6,4.5,heat,102
64,6,4.5,heat,102
68,6,4.0,heat,102
79,6,4.0,heat,102
82,6,3.5,heat,102
84,6,4.0,heat,102
91,6,5.0,heat,102
102,6,3.0,heat,102
105,6,4.0,heat,102
109,6,3.0,heat,102
112,6,4.5,heat,102
117,6,3.0,heat,102
121,6,5.0,heat,102
140,6,5.0,heat,102
150,6,4.0,heat,102
160,6,2.0,heat,102
166,6,3.5,heat,102
181,6,3.0,heat,102
182,6,4.5,heat,102
191,6,4.0,heat,102
195,6,4.0,heat,102
199,6,4.0,heat,102
202,6,5.0,heat,102
217,6,2.0,heat,102
219,6,3.5,heat,102
220,6,3.5,heat,102
239,6,5.0,heat,102
244,6,5.0,heat,102
266,6,4.0,heat,102
269,6,5.0,heat,102
270,6,3.0,heat,102
274,6,4.0,heat,102
282,6,4.0,heat,102
286,6,4.5,heat,102
294,6,3.0,heat,102
297,6,5.0,heat,102
305,6,3.5,heat,102
308,6,1.0,heat,102
312,6,4.0,heat,102
313,6,3.0,heat,102
314,6,3.0,heat,102
317,6,5.0,heat,102
318,6,4.0,heat,102
325,6,4.0,heat,102
336,6,4.0,heat,102
337,6,5.0,heat,102
339,6,4.0,heat,102
353,6,4.0,heat,102
362,6,4.0,heat,102
368,6,4.0,heat,102
372,6,5.0,heat,102
373,6,5.0,heat,102
380,6,5.0,heat,102
385,6,3.0,heat,102
386,6,3.0,heat,102
389,6,5.0,heat,102
391,6,4.0,heat,102
400,6,5.0,heat,102
414,6,3.0,heat,102
425,6,4.0,heat,102
434,6,4.0,heat,102
437,6,5.0,heat,102
438,6,5.0,heat,102
444,6,4.0,heat,102
451,6,4.0,heat,102
469,6,3.0,heat,102
470,6,3.0,heat,102
474,6,3.0,heat,102
480,6,4.0,heat,102
486,6,5.0,heat,102
492,6,3.0,heat,102
493,6,4.0,heat,102
501,6,3.0,heat,102
521,6,4.0,heat,102
524,6,4.0,heat,102
532,6,5.0,heat,102
553,6,5.0,heat,102
559,6,5.0,heat,102
561,6,4.0,heat,102
573,6,4.5,heat,102
577,6,4.0,heat,102
580,6,4.0,heat,102
588,6,5.0,heat,102
590,6,3.5,heat,102
592,6,3.0,heat,102
597,6,3.0,heat,102
599,6,4.5,heat,102
602,6,3.0,heat,102
603,6,4.0,heat,102
604,6,3.0,heat,102
610,6,5.0,heat,102
1,47,5.0,seven (a.k.a. se7en),203
4,47,2.0,seven (a.k.a. se7en),203
6,47,4.0,seven (a.k.a. se7en),203
8,47,4.0,seven (a.k.a. se7en),203
13,47,5.0,seven (a.k.a. se7en),203
14,47,5.0,seven (a.k.a. se7en),203
15,47,3.5,seven (a.k.a. se7en),203
16,47,3.5,seven (a.k.a. se7en),203
17,47,4.0,seven (a.k.a. se7en),203
18,47,4.5,seven (a.k.a. se7en),203
19,47,3.0,seven (a.k.a. se7en),203
26,47,4.0,seven (a.k.a. se7en),203
28,47,3.0,seven (a.k.a. se7en),203
39,47,3.0,seven (a.k.a. se7en),203
41,47,3.5,seven (a.k.a. se7en),203
42,47,4.0,seven (a.k.a. se7en),203
43,47,4.0,seven (a.k.a. se7en),203
47,47,3.0,seven (a.k.a. se7en),203
54,47,3.0,seven (a.k.a. se7en),203
56,47,5.0,seven (a.k.a. se7en),203
58,47,5.0,seven (a.k.a. se7en),203
62,47,4.5,seven (a.k.a. se7en),203
63,47,4.0,seven (a.k.a. se7en),203
64,47,4.5,seven (a.k.a. se7en),203
66,47,5.0,seven (a.k.a. se7en),203
68,47,4.0,seven (a.k.a. se7en),203
72,47,4.5,seven (a.k.a. se7en),203
75,47,2.0,seven (a.k.a. se7en),203
76,47,3.5,seven (a.k.a. se7en),203
81,47,3.0,seven (a.k.a. se7en),203
82,47,3.5,seven (a.k.a. se7en),203
91,47,4.5,seven (a.k.a. se7en),203
94,47,2.0,seven (a.k.a. se7en),203
102,47,5.0,seven (a.k.a. se7en),203
104,47,0.5,seven (a.k.a. se7en),203
105,47,5.0,seven (a.k.a. se7en),203
109,47,3.0,seven (a.k.a. se7en),203
110,47,4.5,seven (a.k.a. se7en),203
112,47,5.0,seven (a.k.a. se7en),203
116,47,3.5,seven (a.k.a. se7en),203
117,47,4.0,seven (a.k.a. se7en),203
121,47,3.0,seven (a.k.a. se7en),203
122,47,4.5,seven (a.k.a. se7en),203
123,47,4.5,seven (a.k.a. se7en),203
126,47,5.0,seven (a.k.a. se7en),203
129,47,3.5,seven (a.k.a. se7en),203
131,47,4.0,seven (a.k.a. se7en),203
132,47,4.0,seven (a.k.a. se7en),203
133,47,4.0,seven (a.k.a. se7en),203
134,47,4.0,seven (a.k.a. se7en),203
135,47,5.0,seven (a.k.a. se7en),203
136,47,5.0,seven (a.k.a. se7en),203
140,47,4.0,seven (a.k.a. se7en),203
141,47,3.0,seven (a.k.a. se7en),203
142,47,4.0,seven (a.k.a. se7en),203
144,47,4.5,seven (a.k.a. se7en),203
152,47,5.0,seven (a.k.a. se7en),203
156,47,3.5,seven (a.k.a. se7en),203
160,47,5.0,seven (a.k.a. se7en),203
166,47,4.0,seven (a.k.a. se7en),203
171,47,5.0,seven (a.k.a. se7en),203
176,47,5.0,seven (a.k.a. se7en),203
177,47,4.5,seven (a.k.a. se7en),203
178,47,4.5,seven (a.k.a. se7en),203
179,47,4.0,seven (a.k.a. se7en),203
181,47,3.0,seven (a.k.a. se7en),203
182,47,4.0,seven (a.k.a. se7en),203
187,47,4.0,seven (a.k.a. se7en),203
191,47,4.0,seven (a.k.a. se7en),203
192,47,3.0,seven (a.k.a. se7en),203
198,47,5.0,seven (a.k.a. se7en),203
199,47,3.0,seven (a.k.a. se7en),203
200,47,4.0,seven (a.k.a. se7en),203
204,47,5.0,seven (a.k.a. se7en),203
217,47,2.0,seven (a.k.a. se7en),203
219,47,3.5,seven (a.k.a. se7en),203
220,47,3.0,seven (a.k.a. se7en),203
222,47,4.0,seven (a.k.a. se7en),203
223,47,3.0,seven (a.k.a. se7en),203
226,47,5.0,seven (a.k.a. se7en),203
227,47,5.0,seven (a.k.a. se7en),203
230,47,3.0,seven (a.k.a. se7en),203
232,47,4.5,seven (a.k.a. se7en),203
233,47,3.5,seven (a.k.a. se7en),203
239,47,5.0,seven (a.k.a. se7en),203
241,47,4.0,seven (a.k.a. se7en),203
242,47,5.0,seven (a.k.a. se7en),203
247,47,4.0,seven (a.k.a. se7en),203
249,47,5.0,seven (a.k.a. se7en),203
251,47,5.0,seven (a.k.a. se7en),203
254,47,4.5,seven (a.k.a. se7en),203
260,47,4.5,seven (a.k.a. se7en),203
261,47,4.0,seven (a.k.a. se7en),203
268,47,3.0,seven (a.k.a. se7en),203
274,47,4.0,seven (a.k.a. se7en),203
284,47,3.0,seven (a.k.a. se7en),203
286,47,5.0,seven (a.k.a. se7en),203
288,47,3.5,seven (a.k.a. se7en),203
294,47,2.0,seven (a.k.a. se7en),203
297,47,4.0,seven (a.k.a. se7en),203
298,47,4.0,seven (a.k.a. se7en),203
301,47,4.5,seven (a.k.a. se7en),203
302,47,5.0,seven (a.k.a. se7en),203
305,47,4.0,seven (a.k.a. se7en),203
307,47,4.0,seven (a.k.a. se7en),203
313,47,5.0,seven (a.k.a. se7en),203
314,47,1.0,seven (a.k.a. se7en),203
317,47,5.0,seven (a.k.a. se7en),203
318,47,4.0,seven (a.k.a. se7en),203
322,47,4.0,seven (a.k.a. se7en),203
326,47,4.0,seven (a.k.a. se7en),203
328,47,4.5,seven (a.k.a. se7en),203
330,47,3.0,seven (a.k.a. se7en),203
332,47,4.0,seven (a.k.a. se7en),203
334,47,2.0,seven (a.k.a. se7en),203
336,47,4.5,seven (a.k.a. se7en),203
337,47,5.0,seven (a.k.a. se7en),203
339,47,4.5,seven (a.k.a. se7en),203
346,47,3.5,seven (a.k.a. se7en),203
347,47,3.0,seven (a.k.a. se7en),203
351,47,4.5,seven (a.k.a. se7en),203
352,47,5.0,seven (a.k.a. se7en),203
353,47,5.0,seven (a.k.a. se7en),203
354,47,4.0,seven (a.k.a. se7en),203
362,47,4.5,seven (a.k.a. se7en),203
368,47,4.0,seven (a.k.a. se7en),203
369,47,3.5,seven (a.k.a. se7en),203
370,47,3.5,seven (a.k.a. se7en),203
372,47,5.0,seven (a.k.a. se7en),203
373,47,5.0,seven (a.k.a. se7en),203
379,47,3.0,seven (a.k.a. se7en),203
380,47,5.0,seven (a.k.a. se7en),203
381,47,2.0,seven (a.k.a. se7en),203
386,47,3.0,seven (a.k.a. se7en),203
387,47,4.5,seven (a.k.a. se7en),203
391,47,3.0,seven (a.k.a. se7en),203
400,47,5.0,seven (a.k.a. se7en),203
402,47,3.0,seven (a.k.a. se7en),203
403,47,5.0,seven (a.k.a. se7en),203
404,47,3.0,seven (a.k.a. se7en),203
411,47,4.0,seven (a.k.a. se7en),203
412,47,3.0,seven (a.k.a. se7en),203
414,47,4.0,seven (a.k.a. se7en),203
415,47,4.0,seven (a.k.a. se7en),203
417,47,5.0,seven (a.k.a. se7en),203
419,47,4.0,seven (a.k.a. se7en),203
424,47,5.0,seven (a.k.a. se7en),203
425,47,4.5,seven (a.k.a. se7en),203
426,47,0.5,seven (a.k.a. se7en),203
432,47,4.0,seven (a.k.a. se7en),203
433,47,3.0,seven (a.k.a. se7en),203
434,47,4.0,seven (a.k.a. se7en),203
437,47,4.0,seven (a.k.a. se7en),203
441,47,4.5,seven (a.k.a. se7en),203
444,47,4.0,seven (a.k.a. se7en),203
445,47,4.5,seven (a.k.a. se7en),203
446,47,4.0,seven (a.k.a. se7en),203
448,47,4.0,seven (a.k.a. se7en),203
452,47,5.0,seven (a.k.a. se7en),203
453,47,5.0,seven (a.k.a. se7en),203
462,47,4.0,seven (a.k.a. se7en),203
464,47,5.0,seven (a.k.a. se7en),203
468,47,5.0,seven (a.k.a. se7en),203
469,47,4.0,seven (a.k.a. se7en),203
470,47,3.0,seven (a.k.a. se7en),203
474,47,4.0,seven (a.k.a. se7en),203
477,47,4.0,seven (a.k.a. se7en),203
480,47,4.5,seven (a.k.a. se7en),203
483,47,3.5,seven (a.k.a. se7en),203
484,47,4.0,seven (a.k.a. se7en),203
486,47,3.0,seven (a.k.a. se7en),203
489,47,3.0,seven (a.k.a. se7en),203
498,47,3.0,seven (a.k.a. se7en),203
505,47,5.0,seven (a.k.a. se7en),203
507,47,3.0,seven (a.k.a. se7en),203
512,47,5.0,seven (a.k.a. se7en),203
514,47,4.0,seven (a.k.a. se7en),203
517,47,2.0,seven (a.k.a. se7en),203
524,47,5.0,seven (a.k.a. se7en),203
525,47,3.5,seven (a.k.a. se7en),203
534,47,4.0,seven (a.k.a. se7en),203
540,47,4.5,seven (a.k.a. se7en),203
541,47,1.0,seven (a.k.a. se7en),203
542,47,5.0,seven (a.k.a. se7en),203
551,47,4.5,seven (a.k.a. se7en),203
560,47,4.0,seven (a.k.a. se7en),203
561,47,4.5,seven (a.k.a. se7en),203
565,47,4.0,seven (a.k.a. se7en),203
570,47,3.5,seven (a.k.a. se7en),203
573,47,5.0,seven (a.k.a. se7en),203
574,47,5.0,seven (a.k.a. se7en),203
580,47,5.0,seven (a.k.a. se7en),203
584,47,5.0,seven (a.k.a. se7en),203
588,47,3.0,seven (a.k.a. se7en),203
590,47,3.0,seven (a.k.a. se7en),203
597,47,4.0,seven (a.k.a. se7en),203
599,47,4.0,seven (a.k.a. se7en),203
600,47,4.0,seven (a.k.a. se7en),203
601,47,4.0,seven (a.k.a. se7en),203
602,47,5.0,seven (a.k.a. se7en),203
606,47,3.0,seven (a.k.a. se7en),203
608,47,4.5,seven (a.k.a. se7en),203
610,47,5.0,seven (a.k.a. se7en),203
1,50,5.0,"usual suspects, the",204
5,50,4.0,"usual suspects, the",204
6,50,1.0,"usual suspects, the",204
7,50,4.5,"usual suspects, the",204
8,50,5.0,"usual suspects, the",204
16,50,4.0,"usual suspects, the",204
17,50,4.5,"usual suspects, the",204
18,50,5.0,"usual suspects, the",204
23,50,4.0,"usual suspects, the",204
24,50,4.0,"usual suspects, the",204
28,50,3.5,"usual suspects, the",204
29,50,3.5,"usual suspects, the",204
32,50,5.0,"usual suspects, the",204
33,50,5.0,"usual suspects, the",204
35,50,5.0,"usual suspects, the",204
38,50,5.0,"usual suspects, the",204
39,50,5.0,"usual suspects, the",204
41,50,3.0,"usual suspects, the",204
42,50,5.0,"usual suspects, the",204
45,50,5.0,"usual suspects, the",204
46,50,5.0,"usual suspects, the",204
54,50,3.0,"usual suspects, the",204
57,50,5.0,"usual suspects, the",204
58,50,5.0,"usual suspects, the",204
60,50,3.0,"usual suspects, the",204
61,50,4.5,"usual suspects, the",204
63,50,5.0,"usual suspects, the",204
64,50,3.0,"usual suspects, the",204
66,50,4.0,"usual suspects, the",204
68,50,3.0,"usual suspects, the",204
69,50,5.0,"usual suspects, the",204
72,50,4.5,"usual suspects, the",204
80,50,4.5,"usual suspects, the",204
84,50,4.0,"usual suspects, the",204
88,50,5.0,"usual suspects, the",204
91,50,4.5,"usual suspects, the",204
96,50,5.0,"usual suspects, the",204
103,50,4.0,"usual suspects, the",204
105,50,5.0,"usual suspects, the",204
109,50,4.0,"usual suspects, the",204
112,50,5.0,"usual suspects, the",204
117,50,4.0,"usual suspects, the",204
122,50,5.0,"usual suspects, the",204
124,50,4.5,"usual suspects, the",204
131,50,4.0,"usual suspects, the",204
132,50,4.0,"usual suspects, the",204
133,50,3.0,"usual suspects, the",204
140,50,3.0,"usual suspects, the",204
142,50,5.0,"usual suspects, the",204
145,50,5.0,"usual suspects, the",204
152,50,4.5,"usual suspects, the",204
156,50,4.0,"usual suspects, the",204
160,50,4.0,"usual suspects, the",204
162,50,4.0,"usual suspects, the",204
166,50,5.0,"usual suspects, the",204
174,50,3.0,"usual suspects, the",204
177,50,4.0,"usual suspects, the",204
178,50,4.5,"usual suspects, the",204
182,50,4.5,"usual suspects, the",204
187,50,4.5,"usual suspects, the",204
191,50,5.0,"usual suspects, the",204
195,50,5.0,"usual suspects, the",204
197,50,3.0,"usual suspects, the",204
198,50,5.0,"usual suspects, the",204
199,50,4.0,"usual suspects, the",204
202,50,4.0,"usual suspects, the",204
211,50,4.0,"usual suspects, the",204
215,50,5.0,"usual suspects, the",204
217,50,3.0,"usual suspects, the",204
219,50,5.0,"usual suspects, the",204
220,50,5.0,"usual suspects, the",204
221,50,4.5,"usual suspects, the",204
222,50,3.0,"usual suspects, the",204
228,50,4.5,"usual suspects, the",204
233,50,4.0,"usual suspects, the",204
237,50,2.5,"usual suspects, the",204
239,50,4.5,"usual suspects, the",204
241,50,4.0,"usual suspects, the",204
246,50,4.5,"usual suspects, the",204
247,50,5.0,"usual suspects, the",204
249,50,4.0,"usual suspects, the",204
254,50,4.5,"usual suspects, the",204
260,50,5.0,"usual suspects, the",204
261,50,4.0,"usual suspects, the",204
262,50,3.0,"usual suspects, the",204
266,50,4.0,"usual suspects, the",204
268,50,5.0,"usual suspects, the",204
274,50,4.0,"usual suspects, the",204
275,50,4.0,"usual suspects, the",204
278,50,5.0,"usual suspects, the",204
279,50,3.5,"usual suspects, the",204
280,50,4.5,"usual suspects, the",204
282,50,4.5,"usual suspects, the",204
287,50,3.5,"usual suspects, the",204
290,50,4.0,"usual suspects, the",204
294,50,3.0,"usual suspects, the",204
295,50,5.0,"usual suspects, the",204
296,50,5.0,"usual suspects, the",204
297,50,5.0,"usual suspects, the",204
298,50,3.5,"usual suspects, the",204
301,50,4.5,"usual suspects, the",204
305,50,5.0,"usual suspects, the",204
307,50,4.5,"usual suspects, the",204
308,50,2.5,"usual suspects, the",204
309,50,4.5,"usual suspects, the",204
313,50,5.0,"usual suspects, the",204
314,50,4.0,"usual suspects, the",204
317,50,5.0,"usual suspects, the",204
322,50,4.0,"usual suspects, the",204
323,50,4.5,"usual suspects, the",204
326,50,2.0,"usual suspects, the",204
327,50,4.5,"usual suspects, the",204
328,50,4.0,"usual suspects, the",204
329,50,2.0,"usual suspects, the",204
330,50,5.0,"usual suspects, the",204
331,50,5.0,"usual suspects, the",204
332,50,4.0,"usual suspects, the",204
335,50,5.0,"usual suspects, the",204
336,50,5.0,"usual suspects, the",204
337,50,3.0,"usual suspects, the",204
338,50,4.5,"usual suspects, the",204
343,50,4.5,"usual suspects, the",204
346,50,4.0,"usual suspects, the",204
348,50,5.0,"usual suspects, the",204
352,50,5.0,"usual suspects, the",204
354,50,4.5,"usual suspects, the",204
356,50,3.5,"usual suspects, the",204
357,50,5.0,"usual suspects, the",204
362,50,3.5,"usual suspects, the",204
363,50,4.0,"usual suspects, the",204
368,50,4.0,"usual suspects, the",204
370,50,4.5,"usual suspects, the",204
372,50,5.0,"usual suspects, the",204
373,50,5.0,"usual suspects, the",204
380,50,4.0,"usual suspects, the",204
381,50,4.5,"usual suspects, the",204
382,50,5.0,"usual suspects, the",204
385,50,3.0,"usual suspects, the",204
386,50,3.0,"usual suspects, the",204
387,50,4.5,"usual suspects, the",204
391,50,4.0,"usual suspects, the",204
394,50,5.0,"usual suspects, the",204
396,50,4.0,"usual suspects, the",204
400,50,5.0,"usual suspects, the",204
411,50,3.0,"usual suspects, the",204
414,50,5.0,"usual suspects, the",204
415,50,4.5,"usual suspects, the",204
418,50,4.5,"usual suspects, the",204
419,50,4.0,"usual suspects, the",204
424,50,5.0,"usual suspects, the",204
425,50,4.5,"usual suspects, the",204
432,50,3.0,"usual suspects, the",204
433,50,5.0,"usual suspects, the",204
435,50,4.0,"usual suspects, the",204
437,50,4.0,"usual suspects, the",204
444,50,5.0,"usual suspects, the",204
446,50,4.0,"usual suspects, the",204
448,50,4.0,"usual suspects, the",204
449,50,4.5,"usual suspects, the",204
453,50,5.0,"usual suspects, the",204
455,50,3.0,"usual suspects, the",204
462,50,3.5,"usual suspects, the",204
469,50,4.0,"usual suspects, the",204
470,50,3.0,"usual suspects, the",204
472,50,5.0,"usual suspects, the",204
474,50,4.0,"usual suspects, the",204
480,50,3.5,"usual suspects, the",204
482,50,4.0,"usual suspects, the",204
483,50,4.5,"usual suspects, the",204
495,50,4.0,"usual suspects, the",204
497,50,3.0,"usual suspects, the",204
501,50,3.0,"usual suspects, the",204
510,50,4.0,"usual suspects, the",204
512,50,5.0,"usual suspects, the",204
515,50,4.5,"usual suspects, the",204
522,50,4.5,"usual suspects, the",204
524,50,2.0,"usual suspects, the",204
525,50,4.5,"usual suspects, the",204
541,50,5.0,"usual suspects, the",204
553,50,4.0,"usual suspects, the",204
555,50,5.0,"usual suspects, the",204
560,50,4.0,"usual suspects, the",204
561,50,4.5,"usual suspects, the",204
562,50,4.0,"usual suspects, the",204
565,50,5.0,"usual suspects, the",204
566,50,5.0,"usual suspects, the",204
567,50,1.0,"usual suspects, the",204
568,50,5.0,"usual suspects, the",204
569,50,3.0,"usual suspects, the",204
573,50,5.0,"usual suspects, the",204
580,50,5.0,"usual suspects, the",204
587,50,5.0,"usual suspects, the",204
588,50,5.0,"usual suspects, the",204
590,50,4.5,"usual suspects, the",204
593,50,4.5,"usual suspects, the",204
595,50,5.0,"usual suspects, the",204
596,50,3.5,"usual suspects, the",204
597,50,5.0,"usual suspects, the",204
599,50,3.5,"usual suspects, the",204
601,50,5.0,"usual suspects, the",204
602,50,5.0,"usual suspects, the",204
606,50,4.5,"usual suspects, the",204
608,50,4.5,"usual suspects, the",204
610,50,4.0,"usual suspects, the",204
1,70,3.0,from dusk till dawn,55
18,70,3.5,from dusk till dawn,55
19,70,2.0,from dusk till dawn,55
34,70,3.5,from dusk till dawn,55
45,70,4.0,from dusk till dawn,55
51,70,5.0,from dusk till dawn,55
57,70,1.0,from dusk till dawn,55
64,70,4.0,from dusk till dawn,55
68,70,4.0,from dusk till dawn,55
103,70,3.5,from dusk till dawn,55
